_id,created_at,updated_at,s_node_id,e_node_id,length,street_id,max_velocity,street_level,street_name,street_type
0,2020-10-18T13:26:17.365Z,2020-10-18T13:26:17.365Z,373543511,5468660805,114,31096786,80.0,1,Quốc Lộ 1,trunk
1,2020-10-18T13:26:17.400Z,2020-10-18T13:26:17.400Z,5468660805,5738158916,9,31096786,80.0,1,Quốc Lộ 1,trunk
2,2020-10-18T13:26:17.435Z,2020-10-18T13:26:17.435Z,5738158916,5738158918,23,31096786,80.0,1,Quốc Lộ 1,trunk
3,2020-10-18T13:26:17.444Z,2020-10-18T13:26:17.444Z,5738158918,5738158912,66,31096786,80.0,1,Quốc Lộ 1,trunk
4,2020-10-18T13:26:17.452Z,2020-10-18T13:26:17.452Z,5738158912,5758104203,127,31096786,80.0,1,Quốc Lộ 1,trunk
5,2020-10-18T13:26:17.461Z,2020-10-18T13:26:17.461Z,5758104203,2242413001,22,31096786,80.0,1,Quốc Lộ 1,trunk
6,2020-10-18T13:26:17.468Z,2020-10-18T13:26:17.468Z,2242413001,4066528708,15,31096786,80.0,1,Quốc Lộ 1,trunk
7,2020-10-18T13:26:17.472Z,2020-10-18T13:26:17.472Z,4066528708,4066528709,15,31096786,80.0,1,Quốc Lộ 1,trunk
8,2020-10-18T13:26:17.477Z,2020-10-18T13:26:17.477Z,4066528709,4066528710,10,31096786,80.0,1,Quốc Lộ 1,trunk
9,2020-10-18T13:26:17.481Z,2020-10-18T13:26:17.481Z,4066528710,2242412994,13,31096786,80.0,1,Quốc Lộ 1,trunk
10,2020-10-18T13:26:17.486Z,2021-04-04T09:04:01.778Z,366459052,5764885888,108,32575737,,4,Thương Mại,marketplace
11,2020-10-18T13:26:17.491Z,2021-04-04T09:04:03.289Z,5764885888,366459052,108,32575737,,4,Xã Trung Chánh,unclassified
12,2020-10-18T13:26:17.495Z,2020-10-18T13:26:17.495Z,370818177,696860119,34,32575794,,4,Chu Văn An,unclassified
13,2020-10-18T13:26:17.499Z,2020-10-18T13:26:17.499Z,696860119,370818177,34,32575794,,4,Chu Văn An,unclassified
14,2020-10-18T13:26:17.503Z,2020-10-18T13:26:17.503Z,366450125,5627450801,13,32575820,,4,Nguyễn Văn Bá,tertiary
15,2020-10-18T13:26:17.507Z,2020-10-18T13:26:17.507Z,5627450801,366450125,13,32575820,,4,Nguyễn Văn Bá,tertiary
16,2020-10-18T13:26:17.511Z,2020-10-18T13:26:17.511Z,5627450801,3376089936,26,32575820,,4,Nguyễn Văn Bá,tertiary
17,2020-10-18T13:26:17.516Z,2020-10-18T13:26:17.516Z,3376089936,5627450801,26,32575820,,4,Nguyễn Văn Bá,tertiary
18,2020-10-18T13:26:17.520Z,2020-10-18T13:26:17.520Z,3376089936,3376089932,40,32575820,,4,Nguyễn Văn Bá,tertiary
19,2020-10-18T13:26:17.524Z,2020-10-18T13:26:17.524Z,3376089932,3376089936,40,32575820,,4,Nguyễn Văn Bá,tertiary
20,2020-10-18T13:26:17.528Z,2020-10-18T13:26:17.528Z,3376089932,366439221,106,32575820,,4,Nguyễn Văn Bá,tertiary
21,2020-10-18T13:26:17.532Z,2020-10-18T13:26:17.532Z,366439221,3376089932,106,32575820,,4,Nguyễn Văn Bá,tertiary
22,2020-10-18T13:26:17.535Z,2020-10-18T13:26:17.535Z,366439221,366380944,112,32575820,,4,Nguyễn Văn Bá,tertiary
23,2020-10-18T13:26:17.539Z,2020-10-18T13:26:17.539Z,366380944,366439221,112,32575820,,4,Nguyễn Văn Bá,tertiary
24,2020-10-18T13:26:17.544Z,2020-10-18T13:26:17.544Z,366380944,366428456,112,32575820,,4,Nguyễn Văn Bá,tertiary
25,2020-10-18T13:26:17.548Z,2020-10-18T13:26:17.548Z,366428456,366380944,112,32575820,,4,Nguyễn Văn Bá,tertiary
26,2020-10-18T13:26:17.551Z,2020-10-18T13:26:17.551Z,366428456,366416066,116,32575820,,4,Nguyễn Văn Bá,tertiary
27,2020-10-18T13:26:17.555Z,2020-10-18T13:26:17.555Z,366416066,366428456,116,32575820,,4,Nguyễn Văn Bá,tertiary
28,2020-10-18T13:26:17.559Z,2020-10-18T13:26:17.559Z,366416066,366423483,114,32575820,,4,Nguyễn Văn Bá,tertiary
29,2020-10-18T13:26:17.563Z,2020-10-18T13:26:17.563Z,366423483,366416066,114,32575820,,4,Nguyễn Văn Bá,tertiary
30,2020-10-18T13:26:17.567Z,2020-10-18T13:26:17.567Z,366423483,366450784,114,32575820,,4,Nguyễn Văn Bá,tertiary
31,2020-10-18T13:26:17.571Z,2020-10-18T13:26:17.571Z,366450784,366423483,114,32575820,,4,Nguyễn Văn Bá,tertiary
32,2020-10-18T13:26:17.576Z,2020-10-18T13:26:17.576Z,2434647841,5765289876,43,32575823,,4,Nguyễn Thị Nhỏ,tertiary
33,2020-10-18T13:26:17.581Z,2020-10-18T13:26:17.581Z,366469460,3792257828,26,32575862,,3,Đường số 5,secondary
34,2020-10-18T13:26:17.591Z,2020-10-18T13:26:17.591Z,3792257828,366469460,26,32575862,,3,Đường số 5,secondary
35,2020-10-18T13:26:17.595Z,2020-10-18T13:26:17.595Z,3792257828,3792257831,89,32575862,,3,Đường số 5,secondary
36,2020-10-18T13:26:17.598Z,2020-10-18T13:26:17.598Z,3792257831,3792257828,89,32575862,,3,Đường số 5,secondary
37,2020-10-18T13:26:17.604Z,2020-10-18T13:26:17.604Z,3792257831,366463672,53,32575862,,3,Đường số 5,secondary
38,2020-10-18T13:26:17.608Z,2020-10-18T13:26:17.608Z,366463672,3792257831,53,32575862,,3,Đường số 5,secondary
39,2020-10-18T13:26:17.613Z,2020-10-18T13:26:17.613Z,366463672,3792257838,25,32575862,,3,Đường số 5,secondary
40,2020-10-18T13:26:17.631Z,2020-10-18T13:26:17.631Z,3792257838,366463672,25,32575862,,3,Đường số 5,secondary
41,2020-10-18T13:26:17.636Z,2020-10-18T13:26:17.636Z,3792257838,366384239,51,32575862,,3,Đường số 5,secondary
42,2020-10-18T13:26:17.640Z,2020-10-18T13:26:17.640Z,366384239,3792257838,51,32575862,,3,Đường số 5,secondary
43,2020-10-18T13:26:17.645Z,2020-10-18T13:26:17.645Z,366384239,5755039428,22,32575862,,3,Đường số 5,secondary
44,2020-10-18T13:26:17.648Z,2020-10-18T13:26:17.648Z,5755039428,366384239,22,32575862,,3,Đường số 5,secondary
45,2020-10-18T13:26:17.653Z,2020-10-18T13:26:17.653Z,5755039428,5755038392,31,32575862,,3,Đường số 5,secondary
46,2020-10-18T13:26:17.656Z,2020-10-18T13:26:17.656Z,5755038392,5755039428,31,32575862,,3,Đường số 5,secondary
47,2020-10-18T13:26:17.667Z,2020-10-18T13:26:17.667Z,5755038392,5753492074,68,32575862,,3,Đường số 5,secondary
48,2020-10-18T13:26:17.674Z,2020-10-18T13:26:17.674Z,5753492074,5755038392,68,32575862,,3,Đường số 5,secondary
49,2020-10-18T13:26:17.679Z,2020-10-18T13:26:17.679Z,5753492074,366458287,11,32575862,,3,Đường số 5,secondary
50,2020-10-18T13:26:17.682Z,2020-10-18T13:26:17.682Z,366458287,5753492074,11,32575862,,3,Đường số 5,secondary
51,2020-10-18T13:26:17.686Z,2020-10-18T13:26:17.686Z,366458287,5753492033,51,32575862,,3,Đường số 5,secondary
52,2020-10-18T13:26:17.690Z,2020-10-18T13:26:17.690Z,5753492033,366458287,51,32575862,,3,Đường số 5,secondary
53,2020-10-18T13:26:17.694Z,2020-10-18T13:26:17.694Z,5753492033,5753492029,9,32575862,,3,Đường số 5,secondary
54,2020-10-18T13:26:17.697Z,2020-10-18T13:26:17.697Z,5753492029,5753492033,9,32575862,,3,Đường số 5,secondary
55,2020-10-18T13:26:17.700Z,2020-10-18T13:26:17.700Z,5753492029,5753492079,26,32575862,,3,Đường số 5,secondary
56,2020-10-18T13:26:17.705Z,2020-10-18T13:26:17.705Z,5753492079,5753492029,26,32575862,,3,Đường số 5,secondary
57,2020-10-18T13:26:17.709Z,2020-10-18T13:26:17.709Z,5753492079,5753492027,10,32575862,,3,Đường số 5,secondary
58,2020-10-18T13:26:17.712Z,2020-10-18T13:26:17.712Z,5753492027,5753492079,10,32575862,,3,Đường số 5,secondary
59,2020-10-18T13:26:17.717Z,2020-10-18T13:26:17.717Z,5753492027,3117088701,119,32575862,,3,Đường số 5,secondary
60,2020-10-18T13:26:17.721Z,2020-10-18T13:26:17.721Z,3117088701,5753492027,119,32575862,,3,Đường số 5,secondary
61,2020-10-18T13:26:17.731Z,2020-10-18T13:26:17.731Z,3117088701,366412402,2,32575862,,3,Đường số 5,secondary
62,2020-10-18T13:26:17.737Z,2020-10-18T13:26:17.737Z,366412402,3117088701,2,32575862,,3,Đường số 5,secondary
63,2020-10-18T13:26:17.741Z,2020-10-18T13:26:17.741Z,366412402,2951390230,88,32575862,,3,Đường số 5,secondary
64,2020-10-18T13:26:17.744Z,2020-10-18T13:26:17.744Z,2951390230,366412402,88,32575862,,3,Đường số 5,secondary
65,2020-10-18T13:26:17.748Z,2020-10-18T13:26:17.748Z,2951390230,366403668,57,32575862,,3,Đường số 5,secondary
66,2020-10-18T13:26:17.752Z,2020-10-18T13:26:17.752Z,366403668,2951390230,57,32575862,,3,Đường số 5,secondary
67,2020-10-18T13:26:17.756Z,2020-10-18T13:26:17.756Z,366403668,5755066033,7,32575862,,3,Đường số 5,secondary
68,2020-10-18T13:26:17.759Z,2020-10-18T13:26:17.759Z,5755066033,366403668,7,32575862,,3,Đường số 5,secondary
69,2020-10-18T13:26:17.764Z,2020-10-18T13:26:17.764Z,1996655233,5816921541,119,32575864,40.0,3,Châu Văn Liêm,secondary
70,2020-10-18T13:26:17.768Z,2020-10-18T13:26:17.768Z,5816921541,4614188871,8,32575864,40.0,3,Châu Văn Liêm,secondary
71,2020-10-18T13:26:17.772Z,2020-10-18T13:26:17.772Z,366441747,5738173336,43,32575869,,4,Lê Văn Thịnh,unclassified
72,2020-10-18T13:26:17.775Z,2020-10-18T13:26:17.775Z,5738173336,366441747,43,32575869,,4,Lê Văn Thịnh,unclassified
73,2020-10-18T13:26:17.779Z,2020-10-18T13:26:17.779Z,5738173336,5738173335,28,32575869,,4,Lê Văn Thịnh,unclassified
74,2020-10-18T13:26:17.782Z,2020-10-18T13:26:17.782Z,5738173335,5738173336,28,32575869,,4,Lê Văn Thịnh,unclassified
75,2020-10-18T13:26:17.785Z,2020-10-18T13:26:17.785Z,5738173335,366443557,18,32575869,,4,Lê Văn Thịnh,unclassified
76,2020-10-18T13:26:17.788Z,2020-10-18T13:26:17.788Z,366443557,5738173335,18,32575869,,4,Lê Văn Thịnh,unclassified
77,2020-10-18T13:26:17.793Z,2020-10-18T13:26:17.793Z,366443557,366384640,16,32575869,,4,Lê Văn Thịnh,unclassified
78,2020-10-18T13:26:17.798Z,2020-10-18T13:26:17.798Z,366384640,366443557,16,32575869,,4,Lê Văn Thịnh,unclassified
79,2020-10-18T13:26:17.805Z,2020-10-18T13:26:17.805Z,366384640,3178488394,47,32575869,,4,Lê Văn Thịnh,unclassified
80,2020-10-18T13:26:17.809Z,2020-10-18T13:26:17.809Z,3178488394,366384640,47,32575869,,4,Lê Văn Thịnh,unclassified
81,2020-10-18T13:26:17.814Z,2020-10-18T13:26:17.814Z,3178488394,5738009492,20,32575869,,4,Lê Văn Thịnh,unclassified
82,2020-10-18T13:26:17.818Z,2020-10-18T13:26:17.818Z,5738009492,3178488394,20,32575869,,4,Lê Văn Thịnh,unclassified
83,2020-10-18T13:26:17.823Z,2020-10-18T13:26:17.823Z,5738009492,366379430,74,32575869,,4,Lê Văn Thịnh,unclassified
84,2020-10-18T13:26:17.827Z,2020-10-18T13:26:17.827Z,366379430,5738009492,74,32575869,,4,Lê Văn Thịnh,unclassified
85,2020-10-18T13:26:17.831Z,2020-10-18T13:26:17.831Z,366379430,5738009784,23,32575869,,4,Lê Văn Thịnh,unclassified
86,2020-10-18T13:26:17.838Z,2020-10-18T13:26:17.838Z,5738009784,366379430,23,32575869,,4,Lê Văn Thịnh,unclassified
87,2020-10-18T13:26:17.843Z,2020-10-18T13:26:17.843Z,5738009784,366387752,78,32575869,,4,Lê Văn Thịnh,unclassified
88,2020-10-18T13:26:17.847Z,2020-10-18T13:26:17.847Z,366387752,5738009784,78,32575869,,4,Lê Văn Thịnh,unclassified
89,2020-10-18T13:26:17.852Z,2020-10-18T13:26:17.852Z,366387752,366459285,22,32575869,,4,Lê Văn Thịnh,unclassified
90,2020-10-18T13:26:17.858Z,2020-10-18T13:26:17.858Z,366459285,366387752,22,32575869,,4,Lê Văn Thịnh,unclassified
91,2020-10-18T13:26:17.864Z,2020-10-18T13:26:17.864Z,366459285,3132376473,12,32575869,,4,Lê Văn Thịnh,unclassified
92,2020-10-18T13:26:17.869Z,2020-10-18T13:26:17.869Z,3132376473,366459285,12,32575869,,4,Lê Văn Thịnh,unclassified
93,2020-10-18T13:26:17.874Z,2020-10-18T13:26:17.874Z,3132376473,366413703,20,32575869,,4,Lê Văn Thịnh,unclassified
94,2020-10-18T13:26:17.879Z,2020-10-18T13:26:17.879Z,366413703,3132376473,20,32575869,,4,Lê Văn Thịnh,unclassified
95,2020-10-18T13:26:17.884Z,2020-10-18T13:26:17.884Z,366413703,5738009792,73,32575869,,4,Lê Văn Thịnh,unclassified
96,2020-10-18T13:26:17.892Z,2020-10-18T13:26:17.892Z,5738009792,366413703,73,32575869,,4,Lê Văn Thịnh,unclassified
97,2020-10-18T13:26:17.900Z,2020-10-18T13:26:17.900Z,5738009792,5738009463,34,32575869,,4,Lê Văn Thịnh,unclassified
98,2020-10-18T13:26:17.913Z,2020-10-18T13:26:17.913Z,5738009463,5738009792,34,32575869,,4,Lê Văn Thịnh,unclassified
99,2020-10-18T13:26:17.919Z,2020-10-18T13:26:17.919Z,5738009463,1834115934,50,32575869,,4,Lê Văn Thịnh,unclassified
100,2020-10-18T13:26:17.924Z,2020-10-18T13:26:17.924Z,1834115934,5738009463,50,32575869,,4,Lê Văn Thịnh,unclassified
101,2020-10-18T13:26:17.930Z,2020-10-18T13:26:17.930Z,1834115934,3132377806,23,32575869,,4,Lê Văn Thịnh,unclassified
102,2020-10-18T13:26:17.934Z,2020-10-18T13:26:17.934Z,3132377806,1834115934,23,32575869,,4,Lê Văn Thịnh,unclassified
103,2020-10-18T13:26:17.938Z,2020-10-18T13:26:17.938Z,3132377806,1834115957,28,32575869,,4,Lê Văn Thịnh,unclassified
104,2020-10-18T13:26:17.942Z,2020-10-18T13:26:17.942Z,1834115957,3132377806,28,32575869,,4,Lê Văn Thịnh,unclassified
105,2020-10-18T13:26:17.957Z,2020-10-18T13:26:17.957Z,1834115957,366379323,33,32575869,,4,Lê Văn Thịnh,unclassified
106,2020-10-18T13:26:17.961Z,2020-10-18T13:26:17.961Z,366379323,1834115957,33,32575869,,4,Lê Văn Thịnh,unclassified
107,2020-10-18T13:26:17.965Z,2020-10-18T13:26:17.965Z,366379323,1834116012,24,32575869,,4,Lê Văn Thịnh,unclassified
108,2020-10-18T13:26:17.968Z,2020-10-18T13:26:17.968Z,1834116012,366379323,24,32575869,,4,Lê Văn Thịnh,unclassified
109,2020-10-18T13:26:17.971Z,2020-10-18T13:26:17.971Z,1834116012,366429522,81,32575869,,4,Lê Văn Thịnh,unclassified
110,2020-10-18T13:26:17.974Z,2020-10-18T13:26:17.974Z,366429522,1834116012,81,32575869,,4,Lê Văn Thịnh,unclassified
111,2020-10-18T13:26:17.977Z,2020-10-18T13:26:17.977Z,366429522,366437501,13,32575869,,4,Lê Văn Thịnh,unclassified
112,2020-10-18T13:26:17.980Z,2020-10-18T13:26:17.980Z,366437501,366429522,13,32575869,,4,Lê Văn Thịnh,unclassified
113,2020-10-18T13:26:18.001Z,2020-10-18T13:26:18.001Z,366437501,366374275,32,32575869,,4,Lê Văn Thịnh,unclassified
114,2020-10-18T13:26:18.020Z,2020-10-18T13:26:18.020Z,366374275,366437501,32,32575869,,4,Lê Văn Thịnh,unclassified
115,2020-10-18T13:26:18.029Z,2020-10-18T13:26:18.029Z,366374275,5738009472,79,32575869,,4,Lê Văn Thịnh,unclassified
116,2020-10-18T13:26:18.037Z,2020-10-18T13:26:18.037Z,5738009472,366374275,79,32575869,,4,Lê Văn Thịnh,unclassified
